ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,xcoord,ycoord,zcoord
0.397911,2025/04/23 01:58:46,,,"589",,,,,,,,,,"Flag, Blue",,,,,,,,,73.903857,15.244007,0.397911
0.171059,2025/04/23 02:04:20,,,"590",,,,,,,,,,"Flag, Blue",,,,,,,,,73.903859,15.256087,0.171059
0.817482,2025/04/23 02:07:11,,,"591",,,,,,,,,,"Flag, Blue",,,,,,,,,73.902987,15.262237,0.817482
1.328506,2025/04/23 02:11:15,,,"592",,,,,,,,,,"Flag, Blue",,,,,,,,,73.902595,15.27099,1.328506
0.100647,2025/04/23 02:15:23,,,"593",,,,,,,,,,"Flag, Blue",,,,,,,,,73.904528,15.279682,0.100647
2.048058,2025/04/23 02:20:07,,,"594",,,,,,,,,,"Flag, Blue",,,,,,,,,73.898876,15.285678,2.048058
0.664124,2025/04/23 02:24:09,,,"595",,,,,,,,,,"Flag, Blue",,,,,,,,,73.890681,15.289246,0.664124
1.44873,2025/04/23 02:28:20,,,"596",,,,,,,,,,"Flag, Blue",,,,,,,,,73.88449,15.295084,1.44873
-0.640556,2025/04/23 02:32:13,,,"597",,,,,,,,,,"Flag, Blue",,,,,,,,,73.886198,15.303246,-0.640556
-1.662758,2025/04/23 02:37:00,,,"598",,,,,,,,,,"Flag, Blue",,,,,,,,,73.888222,15.313381,-1.662758
0.717369,2025/04/23 02:40:25,,,"599",,,,,,,,,,"Flag, Blue",,,,,,,,,73.890488,15.320398,0.717369
2.26844,2025/04/23 02:40:56,,,"600",,,,,,,,,,"Flag, Blue",,,,,,,,,73.890889,15.321452,2.26844
1.14444,2025/04/23 02:44:51,,,"601",,,,,,,,,,"Flag, Blue",,,,,,,,,73.888378,15.326625,1.14444
0.899208,2025/04/23 02:48:49,,,"602",,,,,,,,,,"Flag, Blue",,,,,,,,,73.879957,15.329278,0.899208
-1.333015,2025/04/23 02:56:53,,,"603",,,,,,,,,,"Flag, Blue",,,,,,,,,73.873669,15.34308,-1.333015
-0.741104,2025/04/23 03:01:17,,,"604",,,,,,,,,,"Flag, Blue",,,,,,,,,73.874034,15.352571,-0.741104
-0.497604,2025/04/23 03:04:01,,,"605",,,,,,,,,,"Flag, Blue",,,,,,,,,73.874233,15.358478,-0.497604
-0.380295,2025/04/23 03:05:37,,,"606",,,,,,,,,,"Flag, Blue",,,,,,,,,73.874563,15.361919,-0.380295
1.601547,2025/04/23 03:10:21,,,"607",,,,,,,,,,"Flag, Blue",,,,,,,,,73.866752,15.364322,1.601547
0.181931,2025/04/23 03:14:28,,,"608",,,,,,,,,,"Flag, Blue",,,,,,,,,73.858794,15.362271,0.181931
2.417725,2025/04/23 03:19:02,,,"609",,,,,,,,,,"Flag, Blue",,,,,,,,,73.849989,15.359628,2.417725
2.070091,2025/04/23 03:19:07,,,"610",,,,,,,,,,"Flag, Blue",,,,,,,,,73.84982,15.359591,2.070091
1.276878,2025/04/23 03:28:11,,,"611",,,,,,,,,,"Flag, Blue",,,,,,,,,73.831875,15.356052,1.276878
-0.884476,2025/04/23 03:33:37,,,"612",,,,,,,,,,"Flag, Blue",,,,,,,,,73.822981,15.361408,-0.884476
1.230431,2025/04/23 03:42:11,,,"613",,,,,,,,,,"Flag, Blue",,,,,,,,,73.810652,15.372593,1.230431
4.294281,2025/04/23 03:47:20,,,"614",,,,,,,,,,"Flag, Blue",,,,,,,,,73.801813,15.376929,4.294281
0.633224,2025/04/23 03:50:18,,,"615",,,,,,,,,,"Flag, Blue",,,,,,,,,73.798609,15.381044,0.633224
2.057991,2025/04/23 03:52:21,,,"616",,,,,,,,,,"Flag, Blue",,,,,,,,,73.797192,15.384636,2.057991
4.395264,2025/04/23 03:56:36,,,"617",,,,,,,,,,"Flag, Blue",,,,,,,,,73.793175,15.39145,4.395264
4.69342,2025/04/23 04:01:30,,,"618",,,,,,,,,,"Flag, Blue",,,,,,,,,73.784626,15.395149,4.69342
3.540245,2025/04/23 04:06:55,,,"619",,,,,,,,,,"Flag, Blue",,,,,,,,,73.776478,15.401112,3.540245
2.981194,2025/04/23 04:10:32,,,"620",,,,,,,,,,"Flag, Blue",,,,,,,,,73.770313,15.404174,2.981194
4.093063,2025/04/23 04:15:17,,,"621",,,,,,,,,,"Flag, Blue",,,,,,,,,73.765478,15.410677,4.093063
0.542007,2025/04/23 04:21:15,,,"622",,,,,,,,,,"Flag, Blue",,,,,,,,,73.772357,15.419623,0.542007
1.32608,2025/04/23 04:25:14,,,"623",,,,,,,,,,"Flag, Blue",,,,,,,,,73.777699,15.424136,1.32608
1.456116,2025/04/23 04:29:28,,,"624",,,,,,,,,,"Flag, Blue",,,,,,,,,73.786381,15.426853,1.456116
2.006912,2025/04/23 04:33:44,,,"625",,,,,,,,,,"Flag, Blue",,,,,,,,,73.794784,15.430383,2.006912
1.902275,2025/04/23 04:38:10,,,"626",,,,,,,,,,"Flag, Blue",,,,,,,,,73.804173,15.431169,1.902275
1.278694,2025/04/23 04:42:04,,,"627",,,,,,,,,,"Flag, Blue",,,,,,,,,73.810376,15.436185,1.278694
4.255165,2025/04/23 04:44:42,,,"628",,,,,,,,,,"Flag, Blue",,,,,,,,,73.815143,15.439472,4.255165
5.054161,2025/04/23 04:46:51,,,"629",,,,,,,,,,"Flag, Blue",,,,,,,,,73.819223,15.441801,5.054161
3.797371,2025/04/23 04:50:23,,,"630",,,,,,,,,,"Flag, Blue",,,,,,,,,73.815729,15.44478,3.797371
3.894028,2025/04/23 04:54:28,,,"631",,,,,,,,,,"Flag, Blue",,,,,,,,,73.806508,15.447186,3.894028
2.672661,2025/04/23 04:59:49,,,"632",,,,,,,,,,"Flag, Blue",,,,,,,,,73.794391,15.449176,2.672661
5.97242,2025/04/23 05:02:15,,,"633",,,,,,,,,,"Flag, Blue",,,,,,,,,73.788961,15.451192,5.97242
2.682106,2025/04/23 05:05:56,,,"634",,,,,,,,,,"Flag, Blue",,,,,,,,,73.781516,15.455158,2.682106
4.65522,2025/04/23 05:10:04,,,"635",,,,,,,,,,"Flag, Blue",,,,,,,,,73.782588,15.464388,4.65522
5.512169,2025/04/23 05:13:37,,,"636",,,,,,,,,,"Flag, Blue",,,,,,,,,73.791014,15.465865,5.512169
6.384651,2025/04/23 05:15:23,,,"637",,,,,,,,,,"Flag, Blue",,,,,,,,,73.794707,15.463433,6.384651
