"month","year","mean_prob","se"
1,2015,0.826388888888889,0.0327355635587273
1,2016,0.802588996763754,0.0320083424265465
1,2017,0.501683501683502,0.0472263115291335
1,2018,0.735973597359736,0.0376179718779538
1,2019,0.555555555555556,0.0438974951976691
1,2020,0.81786941580756,0.0324115895003916
1,2021,0.782945736434108,0.0338839349484348
1,2022,0.719298245614035,0.0380943961153855
1,2023,0.80952380952381,0.0366790775349296
1,2024,0.725,0.0442848311824166
1,2025,0.816666666666667,0.0388386253434053
2,2015,0.904290429042904,0.0249693469562742
2,2016,0.912878787878788,0.022534155726901
2,2017,0.887640449438202,0.0260647836992438
2,2018,0.814814814814815,0.0307276118397007
2,2019,0.87,0.0302978109983326
2,2020,0.848184818481848,0.0298602363993862
2,2021,0.917562724014337,0.0220123606895882
2,2022,0.835016835016835,0.0336287797844128
2,2023,0.789473684210526,0.0427340956875909
2,2024,0.824786324786325,0.0378523805705004
2,2025,0.917874396135266,0.0270120054258217
3,2015,0.908771929824561,0.0230994545794981
3,2016,0.911347517730496,0.024271867764561
3,2017,0.874149659863946,0.0267087586493358
3,2018,0.86,0.0325428147579174
3,2019,0.87719298245614,0.0268881394628048
3,2020,0.873333333333333,0.0240556780270753
3,2021,0.961538461538462,0.016071363346872
3,2022,0.893617021276596,0.0267800371475605
3,2023,0.7875,0.0411865801953216
3,2024,0.974358974358974,0.0132925906111075
3,2025,0.891774891774892,0.0291922850363125
4,2015,0.932584269662921,0.0233280888610406
4,2016,0.962962962962963,0.0143712197989125
4,2017,0.847517730496454,0.0296847419467731
4,2018,0.845878136200717,0.0340194081904437
4,2019,0.918604651162791,0.0239927324151256
4,2020,0.814814814814815,0.0355647735365343
4,2021,0.765567765567766,0.0380983687389624
4,2022,0.912698412698413,0.0240316027899256
4,2023,0.933333333333333,0.0255285996817178
4,2024,0.942708333333333,0.0241188263705726
4,2025,0.896396396396396,0.0338936466982539
5,2015,0.931034482758621,0.0212040174203387
5,2016,0.945098039215686,0.0207598115003563
5,2017,0.779026217228464,0.0391226490113543
5,2018,0.901515151515151,0.0280769801610249
5,2019,0.89247311827957,0.0275208424105845
5,2020,0.659090909090909,0.0469607074463965
5,2021,0.909090909090909,0.0223548822291914
5,2022,0.68,0.0393322490291679
5,2023,0.974358974358974,0.0151694353412811
5,2024,0.979487179487179,0.0123968459011626
5,2025,0.952380952380952,0.0206693983876769
6,2015,0.959839357429719,0.0155414991896828
6,2016,0.96969696969697,0.0175707123519334
6,2017,0.937254901960784,0.0180724737059723
6,2018,0.900343642611684,0.0240140381365826
6,2019,0.870748299319728,0.0308199853633339
6,2020,0.792517006802721,0.0394326201448457
6,2021,0.967871485943775,0.0135394705793439
6,2022,0.932539682539683,0.0185361543941057
6,2023,0.798353909465021,0.0404361561959584
6,2024,0.792207792207792,0.0427108670072786
6,2025,0.974747474747475,0.0165858273543729
7,2015,0.933333333333333,0.0248243126510975
7,2016,0.881481481481482,0.0270176193961195
7,2017,0.935606060606061,0.0200559088408837
7,2018,0.947565543071161,0.0205605232259404
7,2019,0.948148148148148,0.017398506680451
7,2020,0.894736842105263,0.0255647462282241
7,2021,0.916666666666667,0.0270721951482537
7,2022,0.920962199312715,0.020594678804542
7,2023,0.98989898989899,0.0101010101010101
7,2024,0.954545454545455,0.0214549317565387
7,2025,0.984848484848485,0.0151515151515152
8,2015,0.596296296296296,0.0484162961106405
8,2016,0.96078431372549,0.0161803605655882
8,2017,0.790697674418605,0.0412771162157168
8,2018,0.984313725490196,0.0110256503597576
8,2019,0.931034482758621,0.0232101936703684
8,2020,0.909420289855073,0.0252939720228436
8,2021,0.914965986394558,0.0248007816152251
8,2022,0.863636363636364,0.0278054705062168
8,2023,0.944444444444444,0.0210859458237893
8,2024,0.874458874458874,0.0337741196953669
8,2025,0.994949494949495,0.00505050505050505
9,2015,0.912280701754386,0.0240331395335479
9,2016,0.666666666666667,0.0478857535859432
9,2017,0.945017182130584,0.0180684897529752
9,2018,0.717687074829932,0.0405539525099297
9,2019,0.857142857142857,0.0338153416950579
9,2020,0.81992337164751,0.0380728387782479
9,2021,0.883161512027491,0.0254030309663747
9,2022,0.737864077669903,0.0397366602363414
9,2023,0.87037037037037,0.037037037037037
9,2024,0.957746478873239,0.0162827375297154
9,2025,0.930348258706468,0.0194622327363115
10,2015,0.835249042145594,0.0344133867124203
10,2016,0.744444444444444,0.0361291129622655
10,2017,0.800724637681159,0.0385749025793468
10,2018,0.784552845528455,0.0402291735395763
10,2019,0.935064935064935,0.0204741407559939
10,2020,0.610561056105611,0.0422339096318057
10,2021,0.731391585760518,0.0403724051306543
10,2022,0.653465346534653,0.0452157259361139
10,2023,0.570776255707763,0.0522127699818688
10,2024,0.675324675324675,0.048118714891327
11,2015,0.666666666666667,0.0449813251907078
11,2016,0.59915611814346,0.0507364875189742
11,2017,0.53968253968254,0.0461788984063214
11,2018,0.679012345679012,0.045903685043403
11,2019,0.464419475655431,0.0495748516443836
11,2020,0.582417582417582,0.0443813369402519
11,2021,0.666666666666667,0.0457127930760239
11,2022,0.641350210970464,0.0464282529450078
11,2023,0.539473684210526,0.0544213241026179
11,2024,0.645299145299145,0.0480267927244089
12,2015,0.559027777777778,0.0464360403117133
12,2016,0.662551440329218,0.0466629287011534
12,2017,0.482758620689655,0.0495782865303165
12,2018,0.63768115942029,0.0420616487846454
12,2019,0.518072289156627,0.0505473395351085
12,2020,0.703252032520325,0.0392330440166738
12,2021,0.443181818181818,0.0501714206824959
12,2022,0.593406593406593,0.0453516080986624
12,2023,0.662447257383966,0.0467076337106581
12,2024,0.773504273504274,0.0423587607795298
