id,Day,Month,Year,Region,Species_co,Sex,Age.class,Death_code,PMI_min,PMI_max,lat,lon,flag,adv_time_days,date
7,30,9,2025,Goa,Indo-Pacific finless porpoise,M,SA,3,2,3,15.24884893,73.92088648,,0,30-09-2025 00:00
7,29,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.24825382,73.92216492,,0.5,29-09-2025 12:00
7,29,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.24765682,73.91159821,,1,29-09-2025 00:00
7,28,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.24712181,73.90202332,,1.5,28-09-2025 12:00
7,28,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.24668121,73.88191986,,2,28-09-2025 00:00
7,27,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.24642754,73.84713745,,2.5,27-09-2025 12:00
7,27,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.24482059,73.82263947,,3,27-09-2025 00:00
8,30,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.64229724,73.71800347,,0,30-09-2025 00:00
8,29,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.64028168,73.71753693,,0.5,29-09-2025 12:00
8,29,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.63802814,73.71091461,,1,29-09-2025 00:00
8,28,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.63541508,73.7073822,,1.5,28-09-2025 12:00
8,28,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.63199997,73.68452454,,2,28-09-2025 00:00
8,27,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.62768459,73.68479919,,2.5,27-09-2025 12:00
8,27,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.62253952,73.67552948,,3,27-09-2025 00:00
9,29,9,2025,Goa,Indo-Pacific finless porpoise,M,SA,3,2,3,15.54493271,73.7549767,,0,29-09-2025 00:00
9,28,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.53895092,73.74433136,,0.5,28-09-2025 12:00
9,28,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.52864838,73.69355774,,1,28-09-2025 00:00
9,27,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.51250648,73.6698761,,1.5,27-09-2025 12:00
9,27,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.47653961,73.61572266,,2,27-09-2025 00:00
9,26,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.41394043,73.57663727,,2.5,26-09-2025 12:00
9,26,9,2025,Goa,Indo-Pacific finless porpoise,,SA,3,2,3,15.34862328,73.55109406,,3,26-09-2025 00:00
10,29,9,2025,Goa,Indo-Pacific finless porpoise,,C,3,2,4,15.31942492,73.89851757,,0,29-09-2025 00:00
10,28,9,2025,Goa,Indo-Pacific finless porpoise,,C,3,2,4,15.31996632,73.89681244,,0.5,28-09-2025 12:00
10,28,9,2025,Goa,Indo-Pacific finless porpoise,,C,3,2,4,15.32061958,73.88812256,,1,28-09-2025 00:00
10,27,9,2025,Goa,Indo-Pacific finless porpoise,,C,3,2,4,15.32147503,73.87661743,,1.5,27-09-2025 12:00
10,27,9,2025,Goa,Indo-Pacific finless porpoise,,C,3,2,4,15.32251072,73.86710358,,2,27-09-2025 00:00
10,26,9,2025,Goa,Indo-Pacific finless porpoise,,C,3,2,4,15.32364368,73.86048126,,2.5,26-09-2025 12:00
10,26,9,2025,Goa,Indo-Pacific finless porpoise,,C,3,2,4,15.3248167,73.85348511,,3,26-09-2025 00:00
10,25,9,2025,Goa,Indo-Pacific finless porpoise,,C,3,2,4,15.3260603,73.83840942,,3.5,25-09-2025 12:00
10,25,9,2025,Goa,Indo-Pacific finless porpoise,,C,3,2,4,15.32614422,73.82105255,,4,25-09-2025 00:00
11,29,9,2025,Goa,Indo-Pacific finless porpoise,M,,3,2,3,15.35284217,73.8845562,,0,29-09-2025 00:00
11,28,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.35209274,73.8766098,,0.5,28-09-2025 12:00
11,28,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.35112286,73.85359955,,1,28-09-2025 00:00
11,27,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.34976482,73.82807922,,1.5,27-09-2025 12:00
11,27,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.34767246,73.80984497,,2,27-09-2025 00:00
11,26,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.34504032,73.80368805,,2.5,26-09-2025 12:00
11,26,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.34202957,73.79734039,,3,26-09-2025 00:00
12,28,9,2025,Goa,Humpback dolphin,,,3,3,5,15.5612067,73.74873617,,0,28-09-2025 00:00
12,27,9,2025,Goa,Humpback dolphin,,,3,3,5,15.55957127,73.74634552,,0.5,27-09-2025 12:00
12,27,9,2025,Goa,Humpback dolphin,,,3,3,5,15.55715752,73.7424469,,1,27-09-2025 00:00
12,26,9,2025,Goa,Humpback dolphin,,,3,3,5,15.55333138,73.73571014,,1.5,26-09-2025 12:00
12,26,9,2025,Goa,Humpback dolphin,,,3,3,5,15.54755211,73.72836304,,2,26-09-2025 00:00
12,25,9,2025,Goa,Humpback dolphin,,,3,3,5,15.53918171,73.71513367,,2.5,25-09-2025 12:00
12,25,9,2025,Goa,Humpback dolphin,,,3,3,5,15.52729225,73.69171906,,3,25-09-2025 00:00
12,24,9,2025,Goa,Humpback dolphin,,,3,3,5,15.51217651,73.68408966,,3.5,24-09-2025 12:00
12,24,9,2025,Goa,Humpback dolphin,,,3,3,5,15.48714256,73.64892578,,4,24-09-2025 00:00
12,23,9,2025,Goa,Humpback dolphin,,,3,3,5,15.44562149,73.63946533,,4.5,23-09-2025 12:00
12,23,9,2025,Goa,Humpback dolphin,,,3,3,5,15.38837814,73.60819244,,5,23-09-2025 00:00
13,26,9,2025,Goa,Humpback dolphin,,,2,1,2,15.24884893,73.92088648,,0,26-09-2025 00:00
13,25,9,2025,Goa,Humpback dolphin,,,2,1,2,15.2482748,73.90945435,,0.5,25-09-2025 12:00
13,25,9,2025,Goa,Humpback dolphin,,,2,1,2,15.24780273,73.89225769,,1,25-09-2025 00:00
13,24,9,2025,Goa,Humpback dolphin,,,2,1,2,15.24739647,73.88915253,,1.5,24-09-2025 12:00
13,24,9,2025,Goa,Humpback dolphin,,,2,1,2,15.24705315,73.87181854,,2,24-09-2025 00:00
14,25,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859563,73.94232229,,0,25-09-2025 00:00
14,24,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859531,73.94546509,,0.5,24-09-2025 12:00
14,24,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859531,73.94345093,,1,24-09-2025 00:00
14,23,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859531,73.94718933,,1.5,23-09-2025 12:00
14,23,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859531,73.94393921,,2,23-09-2025 00:00
14,22,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859531,73.94654083,,2.5,22-09-2025 12:00
14,22,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859531,73.95021057,,3,22-09-2025 00:00
14,21,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859531,73.94670868,,3.5,21-09-2025 12:00
14,21,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859531,73.94533539,,4,21-09-2025 00:00
14,20,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859531,73.94606781,,4.5,20-09-2025 12:00
14,20,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859531,73.93769836,,5,20-09-2025 00:00
14,19,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16859531,73.93097687,,5.5,19-09-2025 12:00
14,19,9,2025,Goa,Humpback dolphin,,,4,6,8,15.1685667,73.91649628,,6,19-09-2025 00:00
14,18,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16772842,73.90026855,,6.5,18-09-2025 12:00
14,18,9,2025,Goa,Humpback dolphin,,,4,6,8,15.1657877,73.88777924,,7,18-09-2025 00:00
14,17,9,2025,Goa,Humpback dolphin,,,4,6,8,15.16239738,73.86450195,,7.5,17-09-2025 12:00
14,17,9,2025,Goa,Humpback dolphin,,,4,6,8,15.15754604,73.85913849,,8,17-09-2025 00:00
15,25,9,2025,Goa,Indo-Pacific finless porpoise,,A,3,2,3,15.66820788,73.70952956,,0,25-09-2025 00:00
15,24,9,2025,Goa,Indo-Pacific finless porpoise,,A,3,2,3,15.66676426,73.70948029,,0.5,24-09-2025 12:00
15,24,9,2025,Goa,Indo-Pacific finless porpoise,,A,3,2,3,15.66516209,73.70265198,,1,24-09-2025 00:00
15,23,9,2025,Goa,Indo-Pacific finless porpoise,,A,3,2,3,15.66337395,73.70178986,,1.5,23-09-2025 12:00
15,23,9,2025,Goa,Indo-Pacific finless porpoise,,A,3,2,3,15.6613636,73.69372559,,2,23-09-2025 00:00
15,22,9,2025,Goa,Indo-Pacific finless porpoise,,A,3,2,3,15.65924644,73.70098877,,2.5,22-09-2025 12:00
15,22,9,2025,Goa,Indo-Pacific finless porpoise,,A,3,2,3,15.65704823,73.69470978,,3,22-09-2025 00:00
16,23,9,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,14.97856949,74.04153968,,0,23-09-2025 00:00
16,22,9,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,14.97895908,74.04279327,,0.5,22-09-2025 12:00
16,22,9,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,14.97929955,74.04982758,,1,22-09-2025 00:00
16,21,9,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,14.97961426,74.04699707,,1.5,21-09-2025 12:00
16,21,9,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,14.97996235,74.04208374,,2,21-09-2025 00:00
16,20,9,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,14.98032856,74.04180908,,2.5,20-09-2025 12:00
16,20,9,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,14.98075771,74.02710724,,3,20-09-2025 00:00
16,19,9,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,14.98124409,74.02751923,,3.5,19-09-2025 12:00
16,19,9,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,14.98177433,74.01391602,,4,19-09-2025 00:00
16,18,9,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,14.98240757,73.99992371,,4.5,18-09-2025 12:00
16,18,9,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,14.98306942,74.00248718,,5,18-09-2025 00:00
17,22,9,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.70833322,73.69346311,,0,22-09-2025 00:00
17,21,9,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.7027235,73.69374084,,0.5,21-09-2025 12:00
17,21,9,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.69712734,73.67019653,,1,21-09-2025 00:00
18,20,9,2025,Goa,Humpback dolphin,,SA,2,1,3,15.24884893,73.92088648,,0,20-09-2025 00:00
18,19,9,2025,Goa,Humpback dolphin,,SA,2,1,3,15.24824333,73.91932678,,0.5,19-09-2025 12:00
18,19,9,2025,Goa,Humpback dolphin,,SA,2,1,3,15.24769974,73.90032959,,1,19-09-2025 00:00
18,18,9,2025,Goa,Humpback dolphin,,SA,2,1,3,15.24729347,73.88105774,,1.5,18-09-2025 12:00
18,18,9,2025,Goa,Humpback dolphin,,SA,2,1,3,15.24699688,73.86694336,,2,18-09-2025 00:00
18,17,9,2025,Goa,Humpback dolphin,,SA,2,1,3,15.24680519,73.85036469,,2.5,17-09-2025 12:00
18,17,9,2025,Goa,Humpback dolphin,,SA,2,1,3,15.24665356,73.8542099,,3,17-09-2025 00:00
19,18,9,2025,Goa,Humpback dolphin,,C,3,2,3,15.20610432,73.93266907,,0,18-09-2025 00:00
19,17,9,2025,Goa,Humpback dolphin,,C,3,2,3,15.20599651,73.920578,,0.5,17-09-2025 12:00
19,17,9,2025,Goa,Humpback dolphin,,C,3,2,3,15.20588493,73.92549133,,1,17-09-2025 00:00
19,16,9,2025,Goa,Humpback dolphin,,C,3,2,3,15.20575714,73.91691589,,1.5,16-09-2025 12:00
19,16,9,2025,Goa,Humpback dolphin,,C,3,2,3,15.20553493,73.91621399,,2,16-09-2025 00:00
19,15,9,2025,Goa,Humpback dolphin,,C,3,2,3,15.20502472,73.89888,,2.5,15-09-2025 12:00
19,15,9,2025,Goa,Humpback dolphin,,C,3,2,3,15.2043438,73.90620422,,3,15-09-2025 00:00
21,17,9,2025,Goa,Humpback dolphin,,SA,2,1,2,15.49931807,73.76740638,,0,17-09-2025 00:00
21,16,9,2025,Goa,Humpback dolphin,,SA,2,1,2,15.49661064,73.76280212,,0.5,16-09-2025 12:00
21,16,9,2025,Goa,Humpback dolphin,,SA,2,1,2,15.49392128,73.75101471,,1,16-09-2025 00:00
21,15,9,2025,Goa,Humpback dolphin,,SA,2,1,2,15.48828506,73.72762299,,1.5,15-09-2025 12:00
21,15,9,2025,Goa,Humpback dolphin,,SA,2,1,2,15.47793007,73.70832825,,2,15-09-2025 00:00
22,14,9,2025,Goa,Indo-Pacific finless porpoise,,,2,1,2,15.31942492,73.89851757,,0,14-09-2025 00:00
22,13,9,2025,Goa,Indo-Pacific finless porpoise,,,2,1,2,15.31992245,73.90046692,,0.5,13-09-2025 12:00
22,13,9,2025,Goa,Indo-Pacific finless porpoise,,,2,1,2,15.32045746,73.89487457,,1,13-09-2025 00:00
22,12,9,2025,Goa,Indo-Pacific finless porpoise,,,2,1,2,15.32111168,73.8884964,,1.5,12-09-2025 12:00
22,12,9,2025,Goa,Indo-Pacific finless porpoise,,,2,1,2,15.32187271,73.88315582,,2,12-09-2025 00:00
23,14,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.61701216,73.73286086,,0,14-09-2025 00:00
23,13,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.61499691,73.72867584,,0.5,13-09-2025 12:00
23,13,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.61242008,73.71811676,,1,13-09-2025 00:00
23,12,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.60896683,73.70754242,,1.5,12-09-2025 12:00
23,12,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.60434914,73.69169617,,2,12-09-2025 00:00
23,11,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.59836292,73.6812439,,2.5,11-09-2025 12:00
23,11,9,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.59088898,73.67730713,,3,11-09-2025 00:00
24,9,9,2025,Goa,Humpback dolphin,,SA,3,3,4,15.29374857,73.90747058,,0,09-09-2025 00:00
24,8,9,2025,Goa,Humpback dolphin,,SA,3,3,4,15.29398346,73.91017914,,0.5,08-09-2025 12:00
24,8,9,2025,Goa,Humpback dolphin,,SA,3,3,4,15.29420185,73.90917969,,1,08-09-2025 00:00
24,7,9,2025,Goa,Humpback dolphin,,SA,3,3,4,15.29444313,73.90795898,,1.5,07-09-2025 12:00
24,7,9,2025,Goa,Humpback dolphin,,SA,3,3,4,15.29474545,73.90336609,,2,07-09-2025 00:00
24,6,9,2025,Goa,Humpback dolphin,,SA,3,3,4,15.29510021,73.90318298,,2.5,06-09-2025 12:00
24,6,9,2025,Goa,Humpback dolphin,,SA,3,3,4,15.29548359,73.90071869,,3,06-09-2025 00:00
24,5,9,2025,Goa,Humpback dolphin,,SA,3,3,4,15.29594707,73.89559937,,3.5,05-09-2025 12:00
24,5,9,2025,Goa,Humpback dolphin,,SA,3,3,4,15.29660892,73.88137817,,4,05-09-2025 00:00
25,9,9,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.04260833,73.98591921,,0,09-09-2025 00:00
25,8,9,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.04248238,73.98628235,,0.5,08-09-2025 12:00
25,8,9,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.04235077,73.98486328,,1,08-09-2025 00:00
29,27,8,2025,Goa,Indo-Pacific finless porpoise,,,2,2,3,14.99667863,74.03384074,,0,27-08-2025 00:00
29,26,8,2025,Goa,Indo-Pacific finless porpoise,,,2,2,3,14.99676037,74.0235672,,0.5,26-08-2025 12:00
29,26,8,2025,Goa,Indo-Pacific finless porpoise,,,2,2,3,14.99685192,74.01956177,,1,26-08-2025 00:00
29,25,8,2025,Goa,Indo-Pacific finless porpoise,,,2,2,3,14.99694347,74.01515198,,1.5,25-08-2025 12:00
29,25,8,2025,Goa,Indo-Pacific finless porpoise,,,2,2,3,14.99704266,74.01099396,,2,25-08-2025 00:00
29,24,8,2025,Goa,Indo-Pacific finless porpoise,,,2,2,3,14.99713993,74.01117706,,2.5,24-08-2025 12:00
29,24,8,2025,Goa,Indo-Pacific finless porpoise,,,2,2,3,14.99723148,74.013237,,3,24-08-2025 00:00
30,26,8,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.16859563,73.94232229,,0,26-08-2025 00:00
30,25,8,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.16859531,73.94113159,,0.5,25-08-2025 12:00
30,25,8,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.16859531,73.94270325,,1,25-08-2025 00:00
30,24,8,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.16859531,73.94206238,,1.5,24-08-2025 12:00
30,24,8,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.16859531,73.94343567,,2,24-08-2025 00:00
30,23,8,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.16859531,73.94081879,,2.5,23-08-2025 12:00
30,23,8,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.16859531,73.94017792,,3,23-08-2025 00:00
30,22,8,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.16859531,73.93160248,,3.5,22-08-2025 12:00
30,22,8,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.16859531,73.92240143,,4,22-08-2025 00:00
30,21,8,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.1685915,73.91938019,,4.5,21-08-2025 12:00
30,21,8,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.16819859,73.90958405,,5,21-08-2025 00:00
32,20,8,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.29374857,73.90747058,,0,20-08-2025 00:00
32,19,8,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.29410744,73.89766693,,0.5,19-08-2025 12:00
32,19,8,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.29468918,73.88654327,,1,19-08-2025 00:00
32,18,8,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.29556751,73.86975861,,1.5,18-08-2025 12:00
32,18,8,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.29679298,73.85529327,,2,18-08-2025 00:00
32,17,8,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.2964859,73.80206299,,2.5,17-08-2025 12:00
32,17,8,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.28060627,73.71422577,,3,17-08-2025 00:00
33,20,8,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.60397325,73.73314466,,0,20-08-2025 00:00
33,19,8,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.60097313,73.70980835,,0.5,19-08-2025 12:00
33,19,8,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.59536457,73.67628479,,1,19-08-2025 00:00
34,18,8,2025,Goa,Humpback dolphin,,C,3,2,4,15.16859563,73.94232229,,0,18-08-2025 00:00
34,17,8,2025,Goa,Humpback dolphin,,C,3,2,4,15.16859531,73.93031311,,0.5,17-08-2025 12:00
34,17,8,2025,Goa,Humpback dolphin,,C,3,2,4,15.16859531,73.93031311,,1,17-08-2025 00:00
34,16,8,2025,Goa,Humpback dolphin,,C,3,2,4,15.16858482,73.91794586,,1.5,16-08-2025 12:00
34,16,8,2025,Goa,Humpback dolphin,,C,3,2,4,15.16853333,73.92116547,,2,16-08-2025 00:00
34,15,8,2025,Goa,Humpback dolphin,,C,3,2,4,15.16853333,73.92317963,,2.5,15-08-2025 12:00
34,15,8,2025,Goa,Humpback dolphin,,C,3,2,4,15.16853237,73.91975403,,3,15-08-2025 00:00
34,14,8,2025,Goa,Humpback dolphin,,C,3,2,4,15.16842937,73.91713715,,3.5,14-08-2025 12:00
34,14,8,2025,Goa,Humpback dolphin,,C,3,2,4,15.16835213,73.92108917,,4,14-08-2025 00:00
38,7,8,2025,Goa,Humpback dolphin,,,4,4,6,14.95974234,74.04898888,,0,07-08-2025 00:00
38,6,8,2025,Goa,Humpback dolphin,,,4,4,6,14.96036911,74.04639435,,0.5,06-08-2025 12:00
38,6,8,2025,Goa,Humpback dolphin,,,4,4,6,14.96108437,74.03858185,,1,06-08-2025 00:00
38,5,8,2025,Goa,Humpback dolphin,,,4,4,6,14.96185684,74.03892517,,1.5,05-08-2025 12:00
38,5,8,2025,Goa,Humpback dolphin,,,4,4,6,14.96278191,74.01887512,,2,05-08-2025 00:00
38,4,8,2025,Goa,Humpback dolphin,,,4,4,6,14.9640255,73.99551392,,2.5,04-08-2025 12:00
38,4,8,2025,Goa,Humpback dolphin,,,4,4,6,14.96378708,73.96591949,,3,04-08-2025 00:00
38,3,8,2025,Goa,Humpback dolphin,,,4,4,6,14.9580698,73.89188385,,3.5,03-08-2025 12:00
38,3,8,2025,Goa,Humpback dolphin,,,4,4,6,14.94127941,73.88666534,,4,03-08-2025 00:00
38,2,8,2025,Goa,Humpback dolphin,,,4,4,6,14.91432285,73.84223175,,4.5,02-08-2025 12:00
38,2,8,2025,Goa,Humpback dolphin,,,4,4,6,14.8749609,73.8210144,,5,02-08-2025 00:00
38,1,8,2025,Goa,Humpback dolphin,,,4,4,6,14.82958603,73.80027008,,5.5,01-08-2025 12:00
38,1,8,2025,Goa,Humpback dolphin,,,4,4,6,14.78016758,73.79128265,,6,01-08-2025 00:00
41,2,8,2025,Goa,Humpback dolphin,M,C,3,2,3,15.04260833,73.98591921,,0,02-08-2025 00:00
41,1,8,2025,Goa,Humpback dolphin,,C,3,2,3,15.04247475,73.98471832,,0.5,01-08-2025 12:00
41,1,8,2025,Goa,Humpback dolphin,,C,3,2,3,15.04233074,73.9838028,,1,01-08-2025 00:00
41,31,7,2025,Goa,Humpback dolphin,,C,3,2,3,15.04218197,73.9839859,,1.5,31-07-2025 12:00
41,31,7,2025,Goa,Humpback dolphin,,C,3,2,3,15.0420332,73.98343658,,2,31-07-2025 00:00
41,30,7,2025,Goa,Humpback dolphin,,C,3,2,3,15.0418644,73.98005676,,2.5,30-07-2025 12:00
41,30,7,2025,Goa,Humpback dolphin,,C,3,2,3,15.04165649,73.97497559,,3,30-07-2025 00:00
44,13,7,2025,Goa,Humpback dolphin,,SA,2,0.5,1,15.04260833,73.98591921,,0,13-07-2025 00:00
44,12,7,2025,Goa,Humpback dolphin,,SA,2,0.5,1,15.04248905,73.98795319,,0.5,12-07-2025 12:00
44,12,7,2025,Goa,Humpback dolphin,,SA,2,0.5,1,15.04237461,73.98786163,,1,12-07-2025 00:00
45,13,7,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.57401364,73.74068198,,0,13-07-2025 00:00
45,12,7,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.57203865,73.74495697,,0.5,12-07-2025 12:00
45,12,7,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.5700388,73.74098969,,1,12-07-2025 00:00
45,11,7,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.56798744,73.74479675,,1.5,11-07-2025 12:00
45,11,7,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.56619453,73.74597931,,2,11-07-2025 00:00
45,10,7,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.56429291,73.74352264,,2.5,10-07-2025 12:00
45,10,7,2025,Goa,Indo-Pacific finless porpoise,,,3,2,3,15.56206417,73.74147797,,3,10-07-2025 00:00
48,5,7,2025,Goa,Humpback dolphin,,SA,2,0.5,1,15.16859563,73.94232229,,0,05-07-2025 00:00
48,4,7,2025,Goa,Humpback dolphin,,SA,2,0.5,1,15.16859531,73.93692017,,0.5,04-07-2025 12:00
48,4,7,2025,Goa,Humpback dolphin,,SA,2,0.5,1,15.16859531,73.9382019,,1,04-07-2025 00:00
49,27,6,2025,Goa,Indo-Pacific finless porpoise,,A,2,0.5,1,15.49931807,73.76740638,,0,27-06-2025 00:00
49,26,6,2025,Goa,Indo-Pacific finless porpoise,,A,2,0.5,1,15.49638176,73.75583649,,0.5,26-06-2025 12:00
49,26,6,2025,Goa,Indo-Pacific finless porpoise,,A,2,0.5,1,15.49362755,73.75550842,,1,26-06-2025 00:00
50,25,6,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.31145652,73.90148065,,0,25-06-2025 00:00
50,24,6,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.31198025,73.89297485,,0.5,24-06-2025 12:00
50,24,6,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.31273842,73.88141632,,1,24-06-2025 00:00
50,23,6,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.31389332,73.85856628,,1.5,23-06-2025 12:00
50,23,6,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.31539822,73.85417175,,2,23-06-2025 00:00
50,22,6,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.31708241,73.84432983,,2.5,22-06-2025 12:00
50,22,6,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.31761169,73.81630707,,3,22-06-2025 00:00
50,21,6,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.31430531,73.7910614,,3.5,21-06-2025 12:00
50,21,6,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.30703545,73.76974487,,4,21-06-2025 00:00
50,20,6,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.28988171,73.72968292,,4.5,20-06-2025 12:00
50,20,6,2025,Goa,Indo-Pacific finless porpoise,,,3,3,5,15.25561523,73.70502472,,5,20-06-2025 00:00
51,23,6,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.24884893,73.92088648,,0,23-06-2025 00:00
51,22,6,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.24829674,73.90431213,,0.5,22-06-2025 12:00
51,22,6,2025,Goa,Humpback dolphin,,C,2,0.5,1,15.24786758,73.88529205,,1,22-06-2025 00:00
52,18,6,2025,Goa,Humpback dolphin,,A,3,3,5,15.27976895,73.91194528,,0,18-06-2025 00:00
52,17,6,2025,Goa,Humpback dolphin,,A,3,3,5,15.27993488,73.91068268,,0.5,17-06-2025 12:00
52,17,6,2025,Goa,Humpback dolphin,,A,3,3,5,15.28013039,73.90911102,,1,17-06-2025 00:00
52,16,6,2025,Goa,Humpback dolphin,,A,3,3,5,15.28034782,73.90911102,,1.5,16-06-2025 12:00
52,16,6,2025,Goa,Humpback dolphin,,A,3,3,5,15.28056526,73.90911102,,2,16-06-2025 00:00
52,15,6,2025,Goa,Humpback dolphin,,A,3,3,5,15.28079224,73.90762329,,2.5,15-06-2025 12:00
52,15,6,2025,Goa,Humpback dolphin,,A,3,3,5,15.28106213,73.90464783,,3,15-06-2025 00:00
52,14,6,2025,Goa,Humpback dolphin,,A,3,3,5,15.28134537,73.90639496,,3.5,14-06-2025 12:00
